on_time_delivery,delivery_priority,delivery_type,warehouse_type,customer_calls,customer_review,product_cost,prior_purchases,gender,discount_offered,weight_lbs
1,low,Ship,A,3,2,148,2,F,1,9.11
0,low,Ship,B,5,3,205,4,M,9,9.43
0,medium,Ship,C,3,4,212,3,F,3,10.61
1,medium,Ship,F,3,4,168,2,M,9,11.54
1,low,Ship,D,3,5,145,2,F,2,9.33
1,medium,Ship,F,3,5,253,3,M,9,13.18
0,low,Ship,A,3,5,143,2,F,6,9.38
1,low,Ship,B,4,2,267,5,M,9,10.41
1,medium,Ship,C,6,1,123,5,M,5,11.74
0,medium,Ship,F,5,1,106,5,F,4,9.22
1,low,Ship,D,2,2,249,3,F,3,9.1
0,low,Ship,F,5,1,178,2,F,5,9.63
0,low,Ship,A,4,3,148,4,F,1,9.35
1,medium,Ship,B,4,1,144,4,M,6,11.46
1,low,Ship,C,3,1,249,2,F,2,12.28
1,low,Ship,F,5,5,128,3,M,9,11.34
0,high,Ship,D,4,4,228,4,M,1,12.29
1,low,Ship,F,3,4,242,2,F,10,12.26
1,medium,Ship,A,4,2,272,3,F,1,10.88
0,medium,Ship,B,4,1,173,2,F,8,10.79
0,low,Ship,C,3,2,189,6,M,7,9.54
0,low,Ship,F,4,2,245,2,M,3,8.82
1,high,Ship,D,4,1,211,3,M,5,12.69
0,high,Ship,F,2,1,214,3,M,1,9.68
0,low,Ship,A,5,4,215,2,F,1,12.5
0,medium,Ship,B,3,1,248,2,M,1,12.57
0,medium,Ship,C,3,1,225,3,M,2,9.44
1,low,Ship,F,5,1,120,3,M,7,9.66
1,low,Ship,D,5,2,243,3,F,8,9.11
0,low,Ship,F,3,4,214,2,M,10,10.57
1,low,Ship,A,3,1,144,3,F,8,11.51
1,low,Ship,B,3,1,242,6,M,10,12.11
1,medium,Ship,C,4,5,160,5,F,3,10.25
1,medium,Ship,F,5,5,139,4,F,3,9.77
0,medium,Ship,D,3,1,221,4,F,8,13.16
1,medium,Ship,F,5,5,266,2,M,7,12.59
0,low,Ship,A,5,4,140,4,F,10,9.98
1,low,Ship,B,4,4,134,2,M,1,11.48
0,low,Ship,C,3,3,260,2,M,7,12.65
0,medium,Ship,F,5,4,261,6,F,4,11.79
0,medium,Ship,D,5,2,274,4,F,7,10.87
0,medium,Ship,F,4,5,263,3,M,3,8.86
1,medium,Ship,A,4,4,189,4,F,9,12.87
0,low,Ship,B,4,5,257,2,M,3,11.89
0,medium,Road,C,5,5,195,4,M,1,9.88
1,medium,Road,F,2,3,201,3,M,5,12.64
0,medium,Road,D,4,4,264,4,M,9,11.43
0,high,Road,F,3,2,180,2,M,10,8.87
1,low,Road,A,3,1,220,3,F,6,12.28
1,medium,Road,B,5,1,113,3,F,6,12.15
0,high,Road,C,4,2,168,2,F,9,12.53
1,low,Road,F,5,2,251,3,M,9,9.48
1,medium,Road,D,4,2,245,3,F,2,10.66
1,medium,Road,F,4,4,164,4,F,1,9.62
1,medium,Road,A,3,1,232,2,M,4,12.8
0,high,Road,B,4,3,138,3,M,2,11.81
1,low,Road,C,4,2,233,3,F,3,12.65
1,medium,Road,F,4,4,150,2,F,1,10.39
0,medium,Road,D,3,5,253,2,M,7,12.89
1,medium,Road,F,4,4,179,3,M,5,8.95
0,medium,Road,A,5,2,135,2,M,4,11.92
1,medium,Road,B,3,1,166,2,F,9,12.9
1,medium,Road,C,3,4,196,2,F,5,9.57
1,low,Road,F,4,4,238,2,F,4,9.56
0,low,Road,D,2,2,159,6,F,6,8.92
1,medium,Road,F,3,5,226,2,M,3,9.28
0,high,Flight,A,5,1,182,5,F,6,11.9
1,low,Flight,B,5,5,173,3,M,4,11.61
1,low,Flight,C,3,2,257,5,M,5,9.11
0,low,Flight,F,2,3,223,3,F,9,12.46
0,low,Flight,D,4,2,194,3,F,3,11.41
0,low,Flight,F,5,4,281,3,F,10,12.51
0,medium,Flight,A,5,4,236,3,F,1,12.59
1,low,Flight,B,3,5,165,4,M,6,10.57
0,low,Flight,C,4,2,200,2,F,8,9.31
1,low,Flight,F,3,3,168,4,F,2,10.01
0,medium,Flight,D,4,3,266,6,F,5,11.48
0,medium,Flight,F,2,1,226,2,F,1,12.29
1,medium,Flight,A,5,3,143,2,M,5,12.37
1,low,Flight,B,4,2,116,3,F,2,12.35
1,high,Flight,C,4,4,139,2,F,9,9.8
0,medium,Flight,F,4,3,248,2,F,2,10.36
0,low,Flight,D,5,4,135,2,M,5,12.86
0,medium,Flight,F,4,4,265,2,F,9,9.05
1,medium,Flight,A,5,5,175,6,F,2,11.01
1,medium,Flight,B,6,2,256,3,M,1,9.78
0,medium,Flight,C,5,4,217,2,F,3,13.06
0,medium,Flight,F,4,4,203,3,M,8,9.8
0,high,Ship,D,3,4,145,2,F,5,12.15
0,low,Ship,F,3,2,268,3,M,9,9.29
0,medium,Ship,A,4,5,206,2,F,10,9.78
1,medium,Ship,B,3,2,215,3,F,10,9.26
0,medium,Ship,C,4,1,177,3,F,5,9.66
0,low,Ship,F,3,3,183,3,F,3,12.21
0,medium,Ship,D,4,2,227,5,M,6,10.18
0,medium,Ship,F,4,1,209,4,F,1,11.15
1,low,Ship,A,4,4,193,3,M,5,11.22
1,low,Ship,B,4,4,144,2,M,5,9.66
1,low,Ship,C,4,2,192,3,F,3,9.11
0,low,Ship,F,2,3,247,4,M,5,12.62
0,medium,Ship,D,3,4,199,4,F,6,11.48
1,medium,Ship,F,6,5,273,5,M,10,12.69
1,low,Ship,A,3,3,232,4,F,4,10.28
0,low,Ship,B,3,5,214,3,F,6,11.73
0,low,Ship,C,5,1,156,2,M,10,11.21
0,medium,Ship,F,4,3,200,3,M,5,11.26
1,medium,Ship,D,3,5,196,3,F,9,10.45
1,medium,Ship,F,5,3,189,3,F,7,12.85
0,low,Ship,A,5,2,266,2,M,3,8.88
1,medium,Ship,B,4,4,198,2,M,2,12.62
0,low,Ship,C,4,5,144,2,M,2,10.97
1,medium,Ship,F,4,4,217,5,M,6,12.99
0,medium,Ship,D,5,1,169,4,M,4,10.01
0,medium,Ship,F,3,1,153,4,F,1,10.16
0,medium,Ship,A,4,4,152,2,F,5,11.74
0,medium,Ship,B,5,5,245,5,F,4,10.2
0,low,Ship,C,4,2,237,3,M,2,11.63
0,low,Ship,F,4,2,266,2,F,8,12.16
1,medium,Ship,D,4,5,216,4,F,1,9.83
1,medium,Ship,F,3,4,186,3,F,4,12.13
0,medium,Ship,A,5,3,280,4,F,4,11.45
0,medium,Ship,B,4,5,229,2,F,1,10.73
0,low,Ship,C,3,2,225,3,M,3,12.19
0,low,Ship,F,3,5,149,3,F,7,9.61
1,low,Ship,D,5,5,200,3,M,6,9.7
1,low,Ship,F,4,2,246,3,F,1,12.82
0,low,Ship,A,3,4,150,2,M,1,10.45
0,medium,Ship,B,3,1,175,3,F,9,12.78
0,medium,Ship,C,3,5,141,3,M,10,12.73
0,medium,Ship,F,3,4,102,3,M,9,9.06
0,low,Ship,D,3,1,209,3,F,8,9.63
0,medium,Ship,F,4,4,287,6,M,6,11.64
1,low,Ship,A,3,5,212,2,F,3,12.7
0,high,Ship,B,3,4,205,3,F,1,11.92
0,high,Ship,C,3,1,180,2,M,10,9.26
0,low,Ship,F,5,4,229,3,M,1,12.48
1,high,Ship,D,2,2,182,3,M,6,9.07
0,medium,Ship,F,4,1,183,3,F,4,10.56
0,medium,Ship,A,3,1,212,3,M,10,12.7
0,medium,Ship,B,4,3,235,6,M,2,10.34
1,medium,Ship,C,5,5,210,4,M,9,11.2
0,medium,Ship,F,5,2,111,4,F,7,9.75
0,medium,Ship,D,5,1,270,4,F,7,11.35
0,low,Ship,F,4,4,135,2,M,4,10.33
0,low,Ship,A,3,5,143,3,F,10,11.07
0,low,Ship,B,4,1,216,2,F,5,11.15
0,low,Ship,C,5,1,136,3,M,10,11.7
0,low,Ship,F,3,3,145,3,F,10,12.56
1,medium,Ship,D,5,3,142,4,F,4,11.28
1,medium,Ship,F,4,2,175,3,M,7,10.75
1,low,Ship,A,3,1,183,2,M,5,11.75
1,medium,Ship,B,3,1,191,5,M,2,10.93
0,low,Ship,C,3,4,247,3,F,9,9.16
1,low,Ship,F,3,1,170,2,F,2,12.48
1,low,Ship,D,3,2,275,2,F,5,11.89
0,low,Ship,F,4,4,147,4,F,8,12.97
1,low,Ship,A,4,4,188,3,M,6,9.2
0,low,Ship,B,5,5,248,2,M,4,12.32
1,low,Ship,C,3,1,245,2,F,8,10.13
0,high,Ship,F,4,5,164,3,M,3,9.82
1,medium,Ship,D,4,2,260,3,F,3,10.28
0,medium,Ship,F,4,4,149,2,F,9,10.15
0,low,Ship,A,3,2,174,3,M,3,9.11
1,low,Ship,B,4,5,242,2,F,1,12.53
1,medium,Ship,C,4,1,134,3,M,7,10.88
0,medium,Ship,F,4,5,189,3,F,3,11.45
1,high,Ship,D,6,5,263,7,M,7,11.5
1,high,Ship,F,5,2,280,3,F,8,12.91
1,medium,Ship,A,4,2,258,7,M,3,10
1,high,Ship,B,4,4,179,3,F,1,11.56
1,medium,Ship,C,5,1,250,4,M,10,11.7
1,medium,Ship,F,4,4,212,2,M,5,10.52
1,low,Ship,D,4,3,236,3,M,4,9.39
1,high,Ship,F,3,1,239,8,M,6,11.07
0,low,Ship,A,6,3,305,4,M,3,2.81
0,low,Ship,B,6,3,309,4,M,5,3.77
1,medium,Ship,C,6,3,266,4,M,8,4.37
0,low,Ship,F,4,5,233,4,F,6,3.3
1,low,Ship,D,5,5,287,4,M,4,3.33
0,low,Ship,F,6,2,268,4,F,7,2.81
0,medium,Ship,A,6,4,290,4,M,10,3.01
0,high,Road,B,7,5,291,4,M,6,2.5
0,medium,Road,C,5,5,227,5,F,3,3.72
0,medium,Road,F,4,5,175,3,F,5,9.25
0,low,Road,D,3,3,183,2,M,6,11.06
1,medium,Road,F,3,4,191,5,F,4,9.35
1,low,Road,A,3,4,247,3,M,10,12.67
1,low,Road,B,3,2,170,2,M,2,9.29
0,low,Road,C,3,5,275,2,F,7,10.18
0,low,Road,F,4,3,147,4,F,7,10.73
0,low,Road,D,4,5,188,3,M,4,10.21
0,low,Road,F,5,1,248,2,F,6,11.64
1,low,Road,A,3,3,245,2,F,4,10.4
0,high,Road,B,4,5,164,3,M,7,10.27
1,medium,Road,C,4,1,260,3,M,9,12.98
1,medium,Road,F,4,2,149,2,M,8,12.04
1,low,Road,D,3,1,174,3,M,7,9.52
0,low,Road,F,4,1,242,2,F,2,12.84
0,medium,Road,A,4,5,134,3,F,4,11.96
0,medium,Road,B,4,3,189,3,F,4,9.72
1,high,Road,C,6,5,263,7,M,9,13.21
0,high,Road,F,5,3,280,3,M,2,11.62
0,medium,Road,D,4,4,258,7,M,8,11.18
0,high,Flight,F,4,1,179,3,M,5,9.1
0,medium,Flight,A,5,4,250,4,M,4,9.99
0,medium,Flight,B,4,1,212,2,F,7,12.93
1,low,Flight,C,4,4,236,3,M,10,9.58
0,high,Flight,F,3,4,239,8,M,4,9.24
1,low,Flight,D,6,4,305,4,F,7,2.58
1,low,Flight,F,6,1,309,4,F,6,4.11
1,medium,Flight,A,6,1,266,4,F,2,4.11
0,low,Flight,B,4,2,233,4,M,7,4.1
0,low,Flight,C,5,1,287,4,F,4,3.48
0,low,Flight,F,6,5,268,4,F,2,2.92
1,medium,Flight,D,6,1,290,4,M,6,3.32
1,medium,Flight,F,7,3,244,5,F,10,4.22
1,low,Flight,A,6,3,245,4,M,2,2.55
0,low,Flight,B,5,4,219,5,M,5,4.12
1,low,Flight,C,6,3,257,4,F,4,2.99
1,low,Flight,F,6,1,250,4,F,2,3.93
1,medium,Flight,D,6,1,249,4,M,2,2.62
1,low,Flight,F,5,4,259,5,F,2,3.59
1,low,Flight,A,6,4,266,4,M,3,3.31
1,medium,Flight,B,6,5,244,4,F,4,3.63
0,low,Flight,C,4,2,239,6,F,7,4.26
0,low,Ship,F,4,2,270,5,M,6,3.35
1,low,Ship,D,6,4,270,4,F,10,2.64
1,medium,Ship,F,6,5,257,4,F,1,4.31
1,medium,Ship,A,4,2,243,5,F,4,3.6
1,medium,Ship,B,5,2,264,6,M,10,3.66
1,low,Ship,C,5,4,224,6,F,6,2.31
1,low,Ship,F,6,5,304,4,M,8,3.87
0,medium,Ship,D,4,2,243,5,F,8,4.24
1,low,Ship,F,6,3,272,4,M,5,2.99
1,low,Ship,A,5,4,269,5,F,4,3.39
0,low,Ship,B,7,3,267,4,M,7,3.05
0,low,Ship,C,6,1,251,4,M,2,3.7
1,low,Ship,F,4,3,249,5,F,3,2.23
1,low,Ship,D,7,2,284,4,F,6,3.42
1,medium,Ship,F,4,1,254,5,F,3,4.14
1,low,Ship,A,6,5,269,4,M,5,2.79
0,low,Ship,B,7,5,265,4,F,9,3.07
1,medium,Ship,C,5,3,220,6,F,6,4.03
0,medium,Ship,F,4,4,217,5,F,4,3.31
1,medium,Ship,D,7,4,285,4,F,2,2.24
1,medium,Ship,F,5,1,265,5,F,3,3.34
0,medium,Ship,A,5,1,240,5,M,1,2.65
0,low,Ship,B,5,5,247,3,M,1,11.52
1,medium,Ship,C,5,4,179,6,F,8,10.17
1,medium,Ship,F,4,5,142,2,F,9,11.96
0,high,Ship,D,4,3,207,5,F,6,9.14
1,medium,Ship,F,3,1,183,3,M,7,12.89
0,medium,Ship,A,4,3,167,2,F,2,12.22
0,low,Ship,B,4,3,175,3,F,2,11.48
1,low,Ship,C,3,5,183,2,M,8,12.97
0,low,Ship,F,6,5,176,3,F,10,11.7
0,low,Ship,D,3,4,187,3,M,7,11.94
1,medium,Ship,F,4,5,143,3,F,8,9.13
0,low,Ship,A,4,3,136,3,F,7,13.17
1,low,Ship,B,3,3,178,3,M,3,11.9
1,medium,Ship,C,4,4,208,2,F,6,10.99
0,medium,Ship,F,4,1,171,2,M,1,12.42
0,low,Ship,D,2,1,197,4,M,5,10.17
0,low,Ship,F,5,1,179,3,F,7,12.82
1,medium,Ship,A,6,4,197,5,M,4,12.98
1,low,Ship,B,5,4,285,2,M,2,9.93
0,low,Ship,C,6,1,141,5,F,9,11.27
0,medium,Ship,F,4,5,274,3,M,5,10.52
1,medium,Ship,D,5,2,287,3,F,3,10.81
1,medium,Ship,F,5,3,218,3,F,4,9.26
0,high,Ship,A,3,1,213,3,F,6,12.2
0,low,Ship,B,2,1,207,4,M,1,12.66
1,low,Ship,C,5,5,273,4,M,7,8.96
1,low,Ship,F,3,3,185,3,M,6,13.22
0,low,Ship,D,3,1,192,3,F,4,11.42
1,medium,Ship,F,4,4,276,2,F,3,9.49
0,medium,Ship,A,5,2,229,2,M,1,12.62
1,high,Ship,B,3,5,248,2,M,3,11.66
1,high,Ship,C,3,4,267,3,F,2,11.47
0,low,Ship,F,4,4,272,3,M,9,12.03
0,low,Ship,D,3,3,153,3,M,8,12.1
1,medium,Ship,F,4,2,246,4,M,7,11.15
1,low,Ship,A,3,3,261,4,F,9,9.98
1,low,Ship,B,4,5,207,2,F,3,11.62
0,medium,Ship,C,3,1,133,3,M,8,10.22
1,low,Ship,F,3,5,269,5,M,6,13.08
1,high,Ship,D,4,3,251,3,M,8,13.2
1,low,Ship,F,4,2,252,4,F,3,10.93
1,low,Ship,A,3,5,135,2,F,4,11.63
0,medium,Ship,B,4,3,273,4,F,1,10.11
1,low,Ship,C,4,2,168,3,M,3,10.26
0,medium,Ship,F,2,4,233,2,F,6,10.49
1,low,Ship,D,3,2,133,2,F,3,10.31
1,high,Ship,F,3,5,147,4,M,10,11.38
0,low,Ship,A,5,2,249,6,M,8,12.42
1,low,Ship,B,6,3,259,4,F,3,9.08
1,low,Ship,C,4,2,194,3,F,10,11.4
1,medium,Ship,F,4,5,134,6,M,7,10.76
0,low,Ship,D,3,4,98,3,M,5,9.77
1,low,Ship,F,5,1,138,3,M,10,12.37
1,high,Ship,A,5,5,193,5,F,4,11.21
0,medium,Ship,B,5,5,184,3,M,7,10.45
0,medium,Ship,C,4,4,172,3,M,7,11.24
1,medium,Ship,F,4,3,248,2,M,2,10.36
1,high,Ship,D,2,4,114,5,F,5,11.76
0,high,Ship,F,4,5,201,2,F,2,10.27
0,medium,Ship,A,3,4,206,4,M,2,9.64
1,high,Ship,B,6,1,185,4,F,10,11.58
0,high,Ship,C,5,2,272,3,M,5,10.96
1,medium,Ship,F,4,3,266,2,M,6,9.45
0,low,Ship,D,3,4,203,2,M,9,12.64
1,low,Ship,F,4,3,218,5,M,2,10.63
0,low,Ship,A,2,5,279,3,F,8,10.21
1,low,Ship,B,4,4,159,2,M,4,10.25
1,low,Ship,C,5,3,138,3,F,5,12.54
0,low,Ship,F,3,2,224,3,F,7,13
0,low,Ship,D,3,3,269,3,M,4,9.5
1,medium,Ship,F,5,3,121,2,F,4,11.53
0,low,Road,A,4,3,134,2,F,2,9.97
1,medium,Road,B,4,5,259,3,M,4,11.78
1,high,Road,C,4,4,206,2,M,8,9.02
1,low,Road,F,3,1,209,2,M,6,12.57
0,medium,Road,D,3,3,145,3,M,1,12.59
0,medium,Road,F,5,2,164,2,M,8,12.6
1,medium,Road,A,3,1,133,3,M,6,12.05
0,low,Road,B,3,2,178,3,F,5,12.54
0,low,Road,C,4,3,175,2,M,3,9.26
0,medium,Road,F,2,4,242,3,M,8,10.8
1,low,Road,D,4,2,202,3,M,8,10.09
1,low,Road,F,4,3,176,2,F,6,11.35
0,low,Road,A,4,3,203,4,F,1,11.63
1,low,Road,B,4,3,207,4,M,5,11.04
0,medium,Road,C,4,2,268,3,M,1,10.86
0,low,Road,F,3,3,244,3,M,6,11.26
0,low,Road,D,3,5,134,3,F,10,10.35
1,low,Road,F,3,4,143,3,F,1,9.68
1,low,Road,A,3,5,246,3,F,2,12.25
0,low,Road,B,3,2,157,2,F,7,11.53
0,low,Road,C,3,3,169,3,M,10,11.35
1,low,Road,F,4,5,231,3,F,6,9.81
0,medium,Flight,D,3,3,262,5,F,1,11.12
0,medium,Flight,F,3,2,227,2,M,10,9.46
1,medium,Flight,A,5,2,162,4,M,7,12.07
0,medium,Flight,B,5,5,148,2,M,4,10.61
0,medium,Flight,C,3,4,138,2,F,8,10.66
0,medium,Flight,F,3,3,255,2,F,3,10.64
0,low,Flight,D,3,5,218,3,M,2,12.88
1,low,Flight,F,4,1,260,4,M,2,9.02
1,low,Flight,A,4,3,142,2,F,5,12.13
0,medium,Flight,B,4,5,257,3,M,5,9.22
0,low,Flight,C,4,2,252,3,F,1,9.21
0,low,Flight,F,5,4,151,5,F,1,9.09
0,low,Flight,D,4,3,190,5,F,8,10.44
0,low,Flight,F,4,5,137,2,M,7,8.97
0,low,Flight,A,4,4,164,2,M,7,12.03
0,low,Flight,B,3,5,271,3,F,9,11.75
1,high,Flight,C,3,5,162,2,M,1,10.08
1,medium,Flight,F,2,4,221,5,M,4,8.89
1,low,Flight,D,5,4,202,3,F,3,10.05
0,low,Flight,F,4,5,143,2,M,1,12.87
0,low,Flight,A,3,5,254,3,M,6,10.37
1,medium,Flight,B,4,3,96,4,M,1,10.99
1,medium,Ship,C,3,3,199,5,F,10,10.69
0,low,Ship,F,4,1,198,4,F,5,11.42
1,low,Ship,D,4,3,257,3,F,2,11.46
0,medium,Ship,F,3,2,149,5,F,9,9.5
0,medium,Ship,A,5,1,193,4,F,10,11.64
0,low,Ship,B,3,5,284,2,M,10,12.39
0,medium,Ship,C,4,5,205,4,F,5,11.61
1,low,Ship,F,5,5,185,3,M,5,9.96
0,high,Ship,D,5,4,268,3,F,10,10.92
0,medium,Ship,F,5,1,252,3,M,2,9.57
0,low,Ship,A,4,3,196,2,F,5,12.47
0,low,Ship,B,3,3,149,3,M,6,10.26
0,medium,Ship,C,5,5,154,2,M,3,10.29
0,medium,Ship,F,5,4,267,2,M,4,8.94
0,medium,Ship,D,3,3,208,2,F,5,12.48
1,medium,Ship,F,5,5,275,3,M,9,9.45
1,low,Ship,A,4,2,272,2,F,1,13.09
1,low,Ship,B,6,5,280,3,M,9,8.98
0,low,Ship,C,6,3,202,3,F,5,10.87
0,medium,Ship,F,5,2,184,3,F,8,10.1
0,medium,Ship,D,5,2,244,5,F,7,12.16
0,low,Ship,F,4,4,138,5,M,10,11.91
0,medium,Ship,A,4,3,109,2,F,4,11.92
0,low,Ship,B,2,5,189,5,M,3,11.67
0,low,Ship,C,3,2,170,3,M,9,8.97
0,medium,Ship,F,3,1,183,2,F,10,10.14
0,high,Ship,D,3,4,263,6,M,3,9.76
1,low,Ship,F,4,1,271,4,M,9,12.9
1,medium,Ship,A,6,3,202,4,F,3,9.91
0,medium,Ship,B,3,3,265,3,F,8,11.18
0,medium,Ship,C,4,1,220,3,F,6,9.86
1,low,Ship,F,4,4,274,2,F,7,10.74
0,medium,Ship,D,4,5,212,2,M,10,10.04
1,high,Ship,F,4,2,244,3,M,1,12.26
0,medium,Ship,A,4,5,252,3,F,4,11.06
0,low,Ship,B,5,5,158,2,M,8,10.46
0,medium,Ship,C,2,5,286,6,F,5,12.1
1,high,Ship,F,3,5,164,3,M,10,10.23
0,medium,Ship,D,4,3,170,6,M,6,11.02
0,medium,Ship,F,4,1,269,2,F,8,10.87
0,low,Ship,A,4,2,238,2,F,2,8.82
0,medium,Ship,B,4,3,198,7,F,1,11.72
1,low,Ship,C,4,4,184,8,M,7,11.54
1,low,Ship,F,5,2,265,3,M,10,9.58
0,medium,Ship,D,3,2,204,10,F,10,10
1,medium,Ship,F,5,1,233,7,F,5,12.7
0,low,Ship,A,4,5,134,3,F,8,12.55
0,medium,Ship,B,3,4,153,3,F,9,12.07
1,medium,Ship,C,2,5,241,3,F,3,9.38
1,low,Ship,F,4,5,187,3,M,7,11.07
0,low,Ship,D,3,3,148,3,F,8,12.39
1,medium,Ship,F,3,4,133,8,F,10,11.99
1,low,Ship,A,6,1,250,4,M,10,3.58
1,medium,Ship,B,6,1,249,4,M,2,2.92
0,low,Ship,C,5,2,259,5,M,8,3.7
1,low,Ship,F,6,4,266,4,M,5,3.61
0,medium,Ship,D,6,5,244,4,F,6,2.61
0,low,Ship,F,4,5,239,6,M,2,4.14
1,low,Ship,A,4,5,270,5,F,1,2.62
0,low,Ship,B,6,3,270,4,F,7,2.38
0,medium,Ship,C,6,2,257,4,M,1,3.34
1,medium,Ship,F,4,3,243,5,F,3,3.6
0,low,Ship,D,4,5,271,4,M,6,11.2
0,medium,Ship,F,6,3,202,4,F,6,9.37
1,medium,Ship,A,3,3,265,3,F,3,13.2
1,medium,Ship,B,4,1,220,3,M,1,11.37
0,low,Ship,C,4,3,274,2,M,1,10.5
0,medium,Ship,F,4,1,212,2,M,4,10.95
0,high,Ship,D,4,2,244,3,F,3,9.05
0,medium,Ship,F,4,2,252,3,F,4,12.75
1,low,Ship,A,5,1,158,2,M,4,12.65
1,medium,Ship,B,2,5,286,6,F,3,9.91
0,high,Ship,C,3,3,164,3,M,8,11.4
0,medium,Ship,F,4,2,170,6,M,10,10.78
0,medium,Ship,D,4,3,269,2,M,2,9.17
1,low,Ship,F,4,3,238,2,M,7,12.8
1,medium,Ship,A,4,5,198,7,M,9,9.37
0,low,Ship,B,4,3,184,8,M,4,10.33
1,low,Ship,C,5,2,265,3,M,8,12.01
0,medium,Ship,F,3,1,204,10,M,5,11.85
1,medium,Ship,D,5,2,233,7,F,8,12.17
1,low,Ship,F,4,2,134,3,F,9,9.29
0,medium,Ship,A,3,2,153,3,M,6,8.94
1,medium,Ship,B,2,1,241,3,F,5,12.56
0,low,Ship,C,4,4,187,3,F,8,10.79
1,low,Ship,F,3,4,148,3,F,8,11.61
1,medium,Ship,D,3,5,133,8,F,8,11.03
0,low,Ship,F,6,1,250,4,M,4,2.24
1,medium,Ship,A,6,5,249,4,M,3,3.77
0,low,Ship,B,5,3,259,5,M,2,3.81
0,low,Ship,C,6,2,266,4,F,9,2.69
1,medium,Ship,F,6,3,244,4,M,5,2.44
0,low,Ship,D,4,5,239,6,M,4,3.2
1,low,Road,F,4,3,270,5,F,3,3.94
0,low,Road,A,6,4,282,4,M,6,3.48
0,medium,Road,B,6,5,295,4,M,2,4.37
1,low,Road,C,6,1,255,4,M,5,2.76
1,low,Road,F,6,4,292,4,M,3,4.03
1,low,Road,D,6,3,244,4,F,1,2.9
0,low,Road,F,6,1,306,4,M,1,2.67
0,low,Road,A,6,1,258,4,M,3,3.32
1,low,Road,B,4,2,265,6,M,8,3.07
1,low,Road,C,5,1,227,5,M,7,3.57
1,low,Road,F,7,1,276,4,F,8,3.44
0,medium,Road,D,6,4,244,4,M,7,3.96
0,medium,Road,F,4,3,217,6,F,6,3.42
0,low,Road,A,2,3,211,3,F,8,2.58
1,low,Road,B,4,2,227,5,M,7,2.99
1,medium,Road,C,5,3,249,4,M,1,2.24
0,low,Road,F,6,3,269,4,M,3,2.22
0,medium,Road,D,6,5,278,4,F,6,2.51
0,medium,Road,F,6,5,282,4,M,3,3.05
0,medium,Road,A,6,4,300,4,F,7,3.54
0,low,Road,B,5,5,259,5,F,9,3.58
0,medium,Road,C,6,1,295,4,F,6,3.55
0,low,Flight,F,5,5,238,5,M,2,3.65
1,medium,Flight,D,5,3,270,5,F,7,2.87
1,low,Flight,F,5,3,267,5,M,6,2.47
1,medium,Flight,A,4,1,270,5,M,9,2.82
0,medium,Flight,B,4,1,245,5,F,8,4.24
1,low,Flight,C,6,4,262,4,F,10,2.35
1,low,Flight,F,4,2,245,5,M,8,2.47
0,low,Flight,D,6,2,268,4,M,7,4.28
1,low,Flight,F,5,1,262,5,M,1,3.28
0,medium,Flight,A,6,3,283,5,M,10,3.27
0,medium,Flight,B,5,3,260,5,M,8,2.21
1,low,Flight,C,7,5,258,4,F,4,3.7
0,medium,Flight,F,5,2,130,4,F,1,4.14
0,low,Flight,D,6,3,262,5,M,9,2.32
1,low,Flight,F,6,2,293,4,F,4,3.89
1,medium,Flight,A,7,1,255,5,M,10,2.73
0,low,Flight,B,6,1,242,5,F,5,3.43
1,medium,Flight,C,6,3,264,4,F,6,3.58
0,low,Flight,F,6,4,253,4,F,7,3.27
0,low,Flight,D,5,5,271,5,F,4,3.68
1,medium,Flight,F,6,2,250,4,F,3,3.92
0,high,Flight,A,4,3,266,5,F,5,3.51
0,low,Ship,B,6,2,286,4,F,4,3.51
0,low,Ship,C,5,2,275,5,M,9,3.03
0,low,Ship,F,6,3,295,5,M,4,3.07
0,medium,Ship,D,5,1,269,6,F,8,2.96
1,low,Ship,F,4,1,239,5,F,1,3.92
0,medium,Ship,A,6,4,271,4,M,8,4.12
1,low,Ship,B,6,5,165,6,F,6,3.37
0,medium,Ship,C,7,2,302,5,M,5,3.56
1,low,Ship,F,6,2,293,6,F,10,4.23
1,low,Ship,D,4,4,202,3,F,3,12.18
0,medium,Ship,F,2,3,185,3,F,7,9.36
0,medium,Ship,A,4,4,210,2,M,8,13.1
0,medium,Ship,B,3,5,186,2,M,8,13.06
0,low,Ship,C,3,4,163,3,M,7,13.04
0,low,Ship,F,3,4,168,3,M,5,13.15
1,low,Ship,D,4,3,199,3,M,8,9.68
0,medium,Ship,F,3,5,271,2,M,7,10.93
0,low,Ship,A,3,4,164,3,F,4,10.57
0,medium,Ship,B,4,1,231,2,M,3,10.35
1,low,Ship,C,3,1,196,2,M,10,9.13
0,low,Ship,F,4,2,218,3,F,2,10.91
1,low,Ship,D,5,1,267,4,M,5,9.79
0,low,Ship,F,4,4,163,3,F,5,9.79
0,medium,Ship,A,4,1,224,4,F,5,10.77
1,medium,Ship,B,3,4,156,2,F,10,11.26
1,low,Ship,C,5,5,175,6,F,2,10.77
0,medium,Ship,F,3,4,257,5,F,5,11.83
0,low,Ship,D,4,4,259,3,M,3,9.94
1,low,Ship,F,3,3,112,4,F,7,12.6
0,medium,Ship,A,4,3,145,4,M,2,12.64
0,medium,Ship,B,3,1,230,3,M,3,10.93
